Name,B2,B6,B7,B9,B10,B11,B14,B15,BRBR
O2.UC53-0_GL0020536,0,0,0,0,0,0,1,0,0
O2.UC5-1_GL0081980,0,0,0,0,0,0,1,0,0
MH0131_GL0090479,0,0,0,0,0,0,1,0,0
1045856.EcWSU1_01757,0,0,0,0,0,0,0,1,0
T2D-108A_GL0143708,0,0,0,0,0,0,0,1,0
SZEY-40A_GL0050204,0,0,0,0,0,0,0,1,0
MH0424_GL0055900,0,0,0,0,0,0,0,1,0
MH0315_GL0041710,0,0,0,0,0,0,0,1,0
NLM027_GL0025536,0,0,0,0,0,0,0,1,0
MH0179_GL0019794,0,0,0,0,0,0,0,1,0
MH0014_GL0097162,0,0,0,0,0,0,0,1,0
MH0008_GL0003052,0,0,0,0,0,0,0,1,0
MH0002_GL0041961,0,0,0,0,0,0,0,0,1
MH0002_GL0017842,0,0,0,0,0,0,0,0,1
NOF008_GL0092057,0,0,0,0,0,0,0,0,1
MH0002_GL0038787,0,0,0,0,0,0,0,0,1
MH0002_GL0031448,0,0,0,0,0,0,0,0,1
MH0089_GL0060198,0,0,0,0,0,0,0,0,1
MH0002_GL0041960,0,0,0,0,0,0,0,0,1
V1.FI01_GL0122177,0,0,0,0,0,0,0,0,1
O2.UC3-1_GL0103798,0,0,0,0,0,0,0,0,1
MH0391_GL0010613,0,0,0,0,0,0,0,0,1
V1.FI16_GL0187684,0,0,0,0,0,0,0,0,1
V1.CD51-0_GL0006732,0,0,0,0,0,0,0,0,1
MH0328_GL0056370,0,0,0,0,0,0,0,0,1
MH0002_GL0049859,0,0,0,0,0,0,0,0,1
MH0424_GL0071781,0,0,0,0,0,0,0,0,1
N037A_GL0132291,0,0,0,0,0,0,0,0,1
MH0066_GL0074156,0,0,0,0,0,0,0,0,1
457390.HMPREF9010_03752,0,0,0,0,0,0,0,0,1
MH0153_GL0109080,0,0,0,0,0,0,0,0,1
MH0188_GL0022148,0,0,0,0,0,0,0,0,1
MH0277_GL0014166,0,0,0,0,0,0,0,0,1
MH0351_GL0077445,0,0,0,0,0,0,0,0,1
MH0086_GL0026524,0,0,0,0,0,0,0,0,1
V1.CD52-0_GL0113564,0,0,0,0,0,0,0,0,1
